state,G1,G1_stem,G1_mono,G2,G2_stem,G2_mono,CIV,CIV_stem,CIV_mono
STATE_162000000,2024.6250977997945,2023.8523667997945,True,2024.4009248097946,2023.8435168097947,True,2025.0934386097945,2018.7798786097947,True
STATE_163000000,2024.5183913997946,2023.7833323997945,True,2024.6024603997946,2023.8579083997945,True,2025.0049626997945,2018.8909426997946,True
STATE_164000000,2024.7901543997946,2023.8365843997947,True,2024.4295973997946,2023.6785293997946,True,2024.8435788997947,2018.8654788997947,True
STATE_165000000,2024.6257099997945,2023.6937879997945,True,2024.7156271997944,2023.6709271997945,True,2024.9634768197946,2018.8020268197945,True
STATE_166000000,2024.3916816407946,2023.7119766407945,True,2024.6868646407945,2023.5483346407946,True,2025.1121198467945,2018.6315598467945,True
STATE_167000000,2024.5310757997947,2023.8371917997947,True,2024.8281007997946,2023.6898907997947,True,2024.8704423197946,2018.6139123197947,True
STATE_168000000,2024.5833406497945,2023.9491356497947,True,2024.7268056497946,2023.7967986497947,True,2025.0016524687946,2018.6936024687946,True
STATE_169000000,2024.5620774197946,2023.9169954197946,True,2024.7322794197946,2023.7716584197944,True,2024.6991778197946,2018.7040778197945,True
STATE_170000000,2024.5380427997945,2023.8523977997945,True,2024.7220686997946,2024.1010566997945,True,2025.0883656997946,2018.9695656997947,True
STATE_171000000,2024.5743067797946,2023.9095257797946,True,2024.6895224797947,2023.8338804797947,True,2025.0257070497946,2018.7434970497948,True
STATE_172000000,2024.5971931697945,2024.0881511697946,True,2024.7112081697946,2023.9383611697945,True,2024.9864584047946,2018.9452284047945,True
STATE_173000000,2024.5678505497947,2023.8334485497946,True,2024.7322206497947,2023.6803606497947,True,2025.0759467367945,2018.6826267367946,True
STATE_174000000,2024.5448126197946,2023.7304186197946,True,2024.2372123197945,2023.7009973197946,True,2024.9661929197946,2018.6855029197945,True
STATE_175000000,2024.5591976497947,2023.7844106497946,True,2024.5533876497946,2023.7463566497947,True,2024.7779692197946,2018.7218292197947,True
STATE_176000000,2024.3761229097945,2023.4961299097945,True,2024.5025559097944,2023.9954829097944,True,2025.0221672697944,2018.7741272697945,True
STATE_177000000,2024.6279867097946,2023.9470857097945,True,2024.6192478097946,2023.9363988097946,True,2024.9428741797944,2018.8918241797946,True
STATE_178000000,2024.5727210597945,2023.9310570597945,True,2024.7844565597945,2023.8440785597945,True,2025.0577227797946,2018.8515527797945,True
STATE_179000000,2024.5934043797947,2023.9739713797946,True,2024.8159312797945,2023.8826812797947,True,2024.8850440797946,2018.6003240797947,True
STATE_180000000,2024.5691224235945,2023.9782534235944,True,2024.6239528235944,2023.9361758235946,True,2024.9389321235944,2018.3568621235945,True
STATE_181000000,2024.4636234997947,2023.7501934997947,True,2024.6668094997947,2023.5999094997946,True,2024.6479605097948,2018.7424405097947,True
STATE_182000000,2024.6032951797945,2024.0953491797945,True,2024.7063801797945,2023.9841031797944,True,2024.9737676697944,2018.7184276697944,True
STATE_183000000,2024.4559763387945,2023.9097083387946,True,2024.6134775387945,2024.0612945387945,True,2025.1132312387945,2018.7067212387947,True
STATE_184000000,2024.7254410997946,2023.7841720997944,True,2024.7577173997945,2023.7358873997946,True,2025.0235927897945,2018.7764727897945,True
STATE_185000000,2024.4229308897945,2023.6728898897945,True,2024.6208286897945,2023.6352636897946,True,2025.1433408897944,2018.7940708897945,True
